id	width	height	rgba_sha256	output_sha256	output_bytes	project_status	project_kind	project_offset	project_context	dwebp_status	dwebp_error
clic-validation-061	2048	1363	5dfefbaf4fa3a02d3322b8f9a23c05069356aa07db555dfabbc160ee43c3784f	7ee22a6c59cc601a3db4346053e2b2d1126396458ab7952e21db725afb0b6e7c	8261616	error	InvalidBitstream		VP8L Huffman tree has no symbols	error	Decoding of /var/folders/n5/j8zr_m7j6k50wz_c8pp2hjpm0000gn/T/webp-color-transform-reproducer-25937-1784689045602920000/input.webp failed. Status: 3(BITSTREAM_ERROR)
clic-validation-062	2048	1339	1045fbef35fd0f1d5c8eaac80f77fe5d145e08e5f6cb56cd4993a99623eca74e	2dd39996bb611995c5dde304be188b2cc2dc4e79354cbffa024b04931e0f1553	7067762	error	InvalidBitstream		VP8L Huffman tree has no symbols	error	Decoding of /var/folders/n5/j8zr_m7j6k50wz_c8pp2hjpm0000gn/T/webp-color-transform-reproducer-25937-1784689046057106000/input.webp failed. Status: 3(BITSTREAM_ERROR)
clic-validation-063	2048	1188	93afeef8ca5588ff3f332ec30f807e7efa4f156ab5792c0cdaaf29afc5a162a5	b1bf1981a76f46e6cc259aae283fb00375e60fb663654943600e3b0b3c439ca9	6939672	error	InvalidBitstream		VP8L Huffman tree has no symbols	error	Decoding of /var/folders/n5/j8zr_m7j6k50wz_c8pp2hjpm0000gn/T/webp-color-transform-reproducer-25937-1784689046312268000/input.webp failed. Status: 3(BITSTREAM_ERROR)
clic-validation-064	2048	1361	9836021401584683ddfc3f17b8a4ea311fdef2252ea2cac4e50782aa4951d5c0	8b4e7197dab7359d6e04a0b2bbf1621b5cc6ea9d04c01143c521fa9acc2359fc	8139084	error	InvalidBitstream		VP8L Huffman tree has no symbols	error	Decoding of /var/folders/n5/j8zr_m7j6k50wz_c8pp2hjpm0000gn/T/webp-color-transform-reproducer-25937-1784689046566433000/input.webp failed. Status: 3(BITSTREAM_ERROR)
clic-validation-065	2048	1365	03801c74c8227acfd2a46e7e4a5bfd69ed66fc4fe7e2e1c8539f4e4c9c7c3368	55259e895e807d2d50a634e7f369addd50c7ddab47d6329dc6925d8dd0a5203f	7397698	error	InvalidBitstream		VP8L Huffman tree has no symbols	error	Decoding of /var/folders/n5/j8zr_m7j6k50wz_c8pp2hjpm0000gn/T/webp-color-transform-reproducer-25937-1784689046836585000/input.webp failed. Status: 3(BITSTREAM_ERROR)
clic-validation-066	1632	915	f03583c81c807c49e54aebb0569983df16acb2fe8dda8c7d73a3e143ae506537	b2c4cd184d4d2420bc1ba142eb9ed6034a3ebc70bf11a111424c7029976ccdca	3955136	error	InvalidBitstream		VP8L Huffman tree has no symbols	error	Decoding of /var/folders/n5/j8zr_m7j6k50wz_c8pp2hjpm0000gn/T/webp-color-transform-reproducer-25937-1784689047044251000/input.webp failed. Status: 3(BITSTREAM_ERROR)
clic-validation-067	2048	1361	d2154bf9b3a6778ce5898357e142c7e16eb7893c0ac635e8110015e531bca0e8	c3aedebc71211dad69a4fd839b405cc4935c2fffb3e903b32ce487d038a2252c	8213958	error	InvalidBitstream		VP8L Huffman tree has no symbols	error	Decoding of /var/folders/n5/j8zr_m7j6k50wz_c8pp2hjpm0000gn/T/webp-color-transform-reproducer-25937-1784689047310574000/input.webp failed. Status: 3(BITSTREAM_ERROR)
clic-validation-068	2048	1365	839cd2688d88991066b30092e357ce569788aa3a36cfd592673bd73a0ca3eb99	09c53b384a5e10d6399e57f1917bcbd24e1e61adf0469be8a7064f508ae09f6e	7730040	error	InvalidBitstream		VP8L Huffman tree has no symbols	error	Decoding of /var/folders/n5/j8zr_m7j6k50wz_c8pp2hjpm0000gn/T/webp-color-transform-reproducer-25937-1784689047614155000/input.webp failed. Status: 3(BITSTREAM_ERROR)
clic-validation-069	2048	1360	dc62e92f1590471e614338f7b754f6524ff6be0624060f6264e72f06162dec99	23b931ea7c0b633f9d2a5e3520e18d0c4f961f2452e0a26a868d7ceb548d1546	7380496	error	InvalidBitstream		VP8L Huffman tree has no symbols	error	Decoding of /var/folders/n5/j8zr_m7j6k50wz_c8pp2hjpm0000gn/T/webp-color-transform-reproducer-25937-1784689047879556000/input.webp failed. Status: 3(BITSTREAM_ERROR)
clic-validation-070	2048	1365	dc569f3289cd597b75de3ac17ea2be926982253a5bb6e3e81b6bd0794a61c90b	f144d4bbdb57507c0e39bdefa34ff8846ba56ee9a373166bc79f8b47267a04a9	8045444	error	InvalidBitstream		VP8L Huffman tree has no symbols	error	Decoding of /var/folders/n5/j8zr_m7j6k50wz_c8pp2hjpm0000gn/T/webp-color-transform-reproducer-25937-1784689048147435000/input.webp failed. Status: 3(BITSTREAM_ERROR)
clic-validation-071	1500	844	1f8b80ac79c79dc7edbcb80d0ee7d5ba04ff5fd7b0cdc5010c63dd866b64c8d5	1d7076dfabaeba60313e9476a8a88225999a276a0fb141e8856e8819f29811e2	3617998	error	InvalidBitstream		VP8L Huffman tree has no symbols	error	Decoding of /var/folders/n5/j8zr_m7j6k50wz_c8pp2hjpm0000gn/T/webp-color-transform-reproducer-25937-1784689048323642000/input.webp failed. Status: 3(BITSTREAM_ERROR)
clic-validation-072	1945	1292	cdca2875c2cf061bc552d51d2f4f7d8ecbc13f366d82c7dba24a0e4c9877dbd3	d07214b23a362a96f149a0b3aafd449b969a588f7263b09531ba94ebdae9e649	6453320	error	InvalidBitstream		VP8L Huffman tree has no symbols	error	Decoding of /var/folders/n5/j8zr_m7j6k50wz_c8pp2hjpm0000gn/T/webp-color-transform-reproducer-25937-1784689048610160000/input.webp failed. Status: 3(BITSTREAM_ERROR)
clic-validation-073	2040	1360	dbb7e22001e24515b5208a12558c126df4a0316ab27636de711a78eb720a2c0a	e90bb25e87925835db24e5f5b93bb5ca96621b733f8cb1b5f59bc5680b1c8f81	7312914	error	InvalidBitstream		VP8L Huffman tree has no symbols	error	Decoding of /var/folders/n5/j8zr_m7j6k50wz_c8pp2hjpm0000gn/T/webp-color-transform-reproducer-25937-1784689048919314000/input.webp failed. Status: 3(BITSTREAM_ERROR)
clic-validation-074	1750	1166	f326466082e3b1ff05a6b4d1ec54d11411dd67a176b9eec35d81af380235b51c	295510b9334fd86d305bfce41c531a9887a80c5421c2724803149b270026165c	5578360	error	InvalidBitstream		VP8L one-symbol Huffman tree must have a length-one code	error	Decoding of /var/folders/n5/j8zr_m7j6k50wz_c8pp2hjpm0000gn/T/webp-color-transform-reproducer-25937-1784689049146744000/input.webp failed. Status: 3(BITSTREAM_ERROR)
clic-validation-075	2048	1370	a4212ae701c5dd6f52220e0663bcbcc02c6a3de97f14904ab25d1cfc185abcae	835fdcb3e046867f381e724fa1cfd24213f1a911e6ce90065b1477876de0cb6b	8171036	error	InvalidBitstream		VP8L Huffman tree is incomplete	error	Decoding of /var/folders/n5/j8zr_m7j6k50wz_c8pp2hjpm0000gn/T/webp-color-transform-reproducer-25937-1784689049397847000/input.webp failed. Status: 3(BITSTREAM_ERROR)
clic-validation-076	2048	1365	dfe68837dd5ed3c59ef44acd49ef53627a6279b4d8e51875dd864081fa2cfe7c	2389034bc4e4a201d87941e9ae58a9cf0fe459de96c995c0094ea9b75c8e7269	7158978	error	InvalidBitstream		VP8L Huffman tree has no symbols	error	Decoding of /var/folders/n5/j8zr_m7j6k50wz_c8pp2hjpm0000gn/T/webp-color-transform-reproducer-25937-1784689049714546000/input.webp failed. Status: 3(BITSTREAM_ERROR)
clic-validation-077	2048	1365	b0bec08451b34bb4a67aa5e486c030f8d2f81f98094ebdbc93d5c2d3e0fd715e	c2b5eddeea30be6dca90fcffc3812f8d2b19b4d7f3342bc61cfc49442286f82c	5588582	error	InvalidBitstream		VP8L Huffman tree has no symbols	error	Decoding of /var/folders/n5/j8zr_m7j6k50wz_c8pp2hjpm0000gn/T/webp-color-transform-reproducer-25937-1784689050012171000/input.webp failed. Status: 3(BITSTREAM_ERROR)
clic-validation-078	1936	1220	272031063731a7dfe70f5383aafae89f02ec3d53842f4611a26f5eb76646dcd8	626a13db8ae5617d6745c016957a7ea7046a532bbb657e4481d6ce508944c24e	6526692	error	InvalidBitstream		VP8L Huffman tree has no symbols	error	Decoding of /var/folders/n5/j8zr_m7j6k50wz_c8pp2hjpm0000gn/T/webp-color-transform-reproducer-25937-1784689050271700000/input.webp failed. Status: 3(BITSTREAM_ERROR)
clic-validation-079	1145	1725	4492fa703093407d10abbebb42f17d560b08b5f44dbdfcec6c400dd8dcf293e9	5e69c93c6015476ac7942645acdecd275578d847d3b73688edb92167ba45bd1f	5798146	error	InvalidBitstream		VP8L Huffman tree has no symbols	error	Decoding of /var/folders/n5/j8zr_m7j6k50wz_c8pp2hjpm0000gn/T/webp-color-transform-reproducer-25937-1784689050497642000/input.webp failed. Status: 3(BITSTREAM_ERROR)
clic-validation-080	2048	1365	3b06cb438e60d569229d37ef641dfd3714e44daa22f679460b46904d22a6a879	799a1dfec0593e2d82cb491bf610e45e15557882ba55b2367b44e3ac368a7794	7254536	error	InvalidBitstream		VP8L Huffman tree is incomplete	error	Decoding of /var/folders/n5/j8zr_m7j6k50wz_c8pp2hjpm0000gn/T/webp-color-transform-reproducer-25937-1784689050785553000/input.webp failed. Status: 3(BITSTREAM_ERROR)
clic-validation-081	2048	1365	4a12d80209581a362dcc458a0a48b5b11082a0a0518928f87af094e10fd00465	527dd896dd208de3ea51bda6873821506339d71dd672fca9182c8f2d66ff94b5	6976314	error	InvalidBitstream		VP8L Huffman tree has no symbols	error	Decoding of /var/folders/n5/j8zr_m7j6k50wz_c8pp2hjpm0000gn/T/webp-color-transform-reproducer-25937-1784689051071336000/input.webp failed. Status: 3(BITSTREAM_ERROR)
clic-validation-082	960	640	51461c5cbc65b148719a08f3f36b34d24f6754c2c8f587294a9c3bc648897d03	a7435c4f261eb33326ab317d19617279ba4dbce344da5a1011748aafb07719de	1819330	error	InvalidBitstream		VP8L Huffman tree has no symbols	error	Decoding of /var/folders/n5/j8zr_m7j6k50wz_c8pp2hjpm0000gn/T/webp-color-transform-reproducer-25937-1784689051196854000/input.webp failed. Status: 3(BITSTREAM_ERROR)
clic-validation-083	2048	1365	9dfcf21d8908a14be9d0a179deb9b82e5372f17b8089bb0099e8bd9d61d368d8	f23342163446b6ce6dd54c34103e5a5fe21d62aabcba12674099ce2610181297	8137216	error	InvalidBitstream		VP8L Huffman tree has no symbols	error	Decoding of /var/folders/n5/j8zr_m7j6k50wz_c8pp2hjpm0000gn/T/webp-color-transform-reproducer-25937-1784689051413200000/input.webp failed. Status: 3(BITSTREAM_ERROR)
clic-validation-084	2048	1365	828af3417f7d1b63fa1e6f152fcd44893fd4daa56cde7fd660b4c1f9b6376aa4	0b3bf10f048aa4382bb8474c31fdec741b87f04768b6dbd6a549c20e559784e2	6603924	error	InvalidBitstream		VP8L Huffman tree has no symbols	error	Decoding of /var/folders/n5/j8zr_m7j6k50wz_c8pp2hjpm0000gn/T/webp-color-transform-reproducer-25937-1784689051703808000/input.webp failed. Status: 3(BITSTREAM_ERROR)
clic-validation-085	1158	772	086e1ba8cd92983ec622f5481c16bd383b2a3a455a97a73d0ae7755ff639cd41	51ffbb55f5200f63d2e299a8b69abd6d77b5a747afb946caa1450d58593c4cbe	2374290	error	InvalidBitstream		VP8L Huffman tree has no symbols	error	Decoding of /var/folders/n5/j8zr_m7j6k50wz_c8pp2hjpm0000gn/T/webp-color-transform-reproducer-25937-1784689051857910000/input.webp failed. Status: 3(BITSTREAM_ERROR)
clic-validation-086	2048	1366	6479b79ad4c881d931e5fe906124a1cf22c448e0fbbcf6e0a05d9cf489d6a144	bc9eb7637cea2b55b77048b74183998b1f0410b1e90a7dbb5f7d9022b792fa7c	7896452	error	InvalidBitstream		VP8L Huffman tree has no symbols	error	Decoding of /var/folders/n5/j8zr_m7j6k50wz_c8pp2hjpm0000gn/T/webp-color-transform-reproducer-25937-1784689052085159000/input.webp failed. Status: 3(BITSTREAM_ERROR)
clic-validation-087	960	604	c97e46e88b162801e32b7a872ddfb4bb7b643d712c74bc09da37371a21a0d922	59146ba570ead5092fe57106c28fef9fd637693fe484e6cdf27f71598eeee55e	1519140	error	InvalidBitstream		VP8L Huffman tree has no symbols	error	Decoding of /var/folders/n5/j8zr_m7j6k50wz_c8pp2hjpm0000gn/T/webp-color-transform-reproducer-25937-1784689052218254000/input.webp failed. Status: 3(BITSTREAM_ERROR)
clic-validation-088	1440	900	7c549999969b6c1ed55422734c08deecb7d201dd66fd646006310bfb3be4295f	27729b0a76715e70dbf526efe5ce897fbbfd1454ed7ee39374bdc938922f7818	3611208	error	InvalidBitstream		VP8L Huffman tree has no symbols	error	Decoding of /var/folders/n5/j8zr_m7j6k50wz_c8pp2hjpm0000gn/T/webp-color-transform-reproducer-25937-1784689052355910000/input.webp failed. Status: 3(BITSTREAM_ERROR)
clic-validation-089	1922	1281	bb5f63f73d9e05ea2602411fac98a8ed5c8f05cbabc33f12863632587fbc8efa	74f158602d4f0c176839825775fe4097f39729c4cbe71e5622953fec89534de4	6934986	error	InvalidBitstream		VP8L Huffman tree has no symbols	error	Decoding of /var/folders/n5/j8zr_m7j6k50wz_c8pp2hjpm0000gn/T/webp-color-transform-reproducer-25937-1784689052564071000/input.webp failed. Status: 3(BITSTREAM_ERROR)
clic-validation-090	2048	1365	75a75489cb8b8528c1952aeaa3e48351fe3d65c5626ae24ecc61f72fdb2f5b70	e11442e61055e8e0e9edd5d117a8988432cac59c83523b0189279411a78217db	7071210	error	InvalidBitstream		VP8L Huffman tree has no symbols	error	Decoding of /var/folders/n5/j8zr_m7j6k50wz_c8pp2hjpm0000gn/T/webp-color-transform-reproducer-25937-1784689052849679000/input.webp failed. Status: 3(BITSTREAM_ERROR)
clic-validation-091	512	384	7cfedb3ef1c13284ef0efbe1dbdbd2ea72410c28ed7ce13e7d71f85aeb6dd3a0	7fa5f1dc2ec0d8dd2ae18afbf600b25c5bbb1f3b9ecce190296836b35a080f15	510020	error	InvalidBitstream		VP8L Huffman tree is incomplete	error	Decoding of /var/folders/n5/j8zr_m7j6k50wz_c8pp2hjpm0000gn/T/webp-color-transform-reproducer-25937-1784689052951021000/input.webp failed. Status: 3(BITSTREAM_ERROR)
clic-validation-092	2048	1365	64062c7769b1d36b15e01438f34156d11091783f6e759c1638b06bda9e5cf6fd	7ce162319a63e3c58904827dc9b3edf8793ab2f16a22f74038fb95353bf5071d	7760750	error	InvalidBitstream		VP8L Huffman tree has no symbols	error	Decoding of /var/folders/n5/j8zr_m7j6k50wz_c8pp2hjpm0000gn/T/webp-color-transform-reproducer-25937-1784689053187974000/input.webp failed. Status: 3(BITSTREAM_ERROR)
clic-validation-093	1542	1028	8a4dbb2751e4950e97fb1e6c8ae8a20c7c2d62122d2b0cd23974df06ed1b1326	b143d30de43950d8f85167e29c1e292e0d16d9528071f6eb7b8691d51fdd1e45	3866136	error	InvalidBitstream		VP8L Huffman tree has no symbols	error	Decoding of /var/folders/n5/j8zr_m7j6k50wz_c8pp2hjpm0000gn/T/webp-color-transform-reproducer-25937-1784689053404807000/input.webp failed. Status: 3(BITSTREAM_ERROR)
clic-validation-094	2048	1367	8afb7e3b620c250b516be01fb52b2cd174fed45b9587a59beeeef8d31625e9df	5eb1c714b22c513b907896733545c784f7071e95871552595b9d51741edf7448	6741146	error	InvalidBitstream		VP8L Huffman tree has no symbols	error	Decoding of /var/folders/n5/j8zr_m7j6k50wz_c8pp2hjpm0000gn/T/webp-color-transform-reproducer-25937-1784689053668311000/input.webp failed. Status: 3(BITSTREAM_ERROR)
clic-validation-095	1264	790	ac5ae94904dd8509f9ee101eee287ed8d8f5053a170558e62262b560da1254b4	2321d760b2554e84ad1dcf24b09454149a11681fd9bd339883afc70475cd185f	2841624	error	InvalidBitstream		VP8L Huffman tree has no symbols	error	Decoding of /var/folders/n5/j8zr_m7j6k50wz_c8pp2hjpm0000gn/T/webp-color-transform-reproducer-25937-1784689053822936000/input.webp failed. Status: 3(BITSTREAM_ERROR)
clic-validation-096	720	439	53379aad061e7514754e301472da59e0d3cfc568a13a6741cd254cff19e28e20	ed88ba86c53d40747d7e556e3114285147b86e3ed2eedcce4dc762ec7e3a956c	944428	error	InvalidBitstream		VP8L Huffman tree has no symbols	error	Decoding of /var/folders/n5/j8zr_m7j6k50wz_c8pp2hjpm0000gn/T/webp-color-transform-reproducer-25937-1784689053895436000/input.webp failed. Status: 3(BITSTREAM_ERROR)
clic-validation-097	2048	1033	efdecbfcbb71a3512987d631dd9217fe173ca42cd7ed1c0f6f4e9c519b8503b7	a174906b433881b731cb3d4075ae6cb74463f8ed3fd2b18ed7bd81f55990fc40	5515280	error	InvalidBitstream		VP8L Huffman tree has no symbols	error	Decoding of /var/folders/n5/j8zr_m7j6k50wz_c8pp2hjpm0000gn/T/webp-color-transform-reproducer-25937-1784689054090434000/input.webp failed. Status: 3(BITSTREAM_ERROR)
clic-validation-098	2048	1366	2a2699a4f71336a89bd1f568852defc2c773aef83f3f9bb6b4dab9df7da11887	a8b879efbd385ba08bc8d76f865470f2782c789bad439522101f74b3bd590602	7637990	ok				ok	
clic-validation-099	1848	1224	be28de1b3df9fb6429b7d2dafa95de99ef9ccb299c4b7d928eafd7f6f821f8ac	c83995c1ea77df2b4a96897039fffa53f5ff57910c134ce6b42d902100904830	4737152	error	InvalidBitstream		VP8L Huffman tree has no symbols	error	Decoding of /var/folders/n5/j8zr_m7j6k50wz_c8pp2hjpm0000gn/T/webp-color-transform-reproducer-25937-1784689054699316000/input.webp failed. Status: 3(BITSTREAM_ERROR)
clic-validation-100	1988	1325	54f71c124a4b1d8db3c770fc7538f40ae9712f8ab2ab670bc3db9d2482a0e406	6e9e680dac04cbcf60485bba4ae2d82fbd3737893f1b7835a79f995ec14c6cb7	5626564	error	InvalidBitstream		VP8L Huffman tree has no symbols	error	Decoding of /var/folders/n5/j8zr_m7j6k50wz_c8pp2hjpm0000gn/T/webp-color-transform-reproducer-25937-1784689054954874000/input.webp failed. Status: 3(BITSTREAM_ERROR)
clic-validation-101	2048	1365	3ef563e8eb4f5c9d793e71cdb6766ab64995a9e8311c7916954c749882af7b34	e36577526cef33b22eb6a56d56012aefc5a5c56e0add3698469e4edd4e7771ef	7480356	error	InvalidBitstream		VP8L Huffman tree has no symbols	error	Decoding of /var/folders/n5/j8zr_m7j6k50wz_c8pp2hjpm0000gn/T/webp-color-transform-reproducer-25937-1784689055300022000/input.webp failed. Status: 3(BITSTREAM_ERROR) 
